,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
172,Amoi A211,0,"2006, Q2",84 g (2.96 oz),"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~28.9% screen-to-body ratio)",128 x 160pixels (~114 ppi density),,650 KB,650 KB,No,,No,Removable Li-Ion 720 mAh battery,
173,Amoi A210,0,"2006, Q2",84 g (2.96 oz),"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~29.6% screen-to-body ratio)",128 x 160pixels (~114 ppi density),,,,No,,No,Removable Li-Ion 720 mAh battery,
174,Amoi 2561,0,"2004, Q1",80 g (2.82 oz),"TFT, 256K colors",,"132 x 176 pixels, 4:3 ratio",,,,VGA,No,No,Removable Li-Ion 860 mAh battery,
175,Amoi CS6,0,"2004, Q1",80 g (2.82 oz),"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,No,,No,Removable Li-Ion 860 mAh battery,
176,Amoi 2560,0,2003,80 g (2.82 oz),"TFT, 65K colors",,128 x 160 pixels,,,,VGA,No,No,Removable Li-Ion 860 mAh battery,
177,Amoi A90,0,2004,83 g (2.93 oz),"Color graphics, 4K colors",,128 x 160 pixels,,,,No,,No,Removable Li-Ion 550 mAh battery,
178,Amoi F99b,0,2003,80 g (2.82 oz),"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,No,,No,Removable Li-Ion 860 mAh battery,
179,Apple iPad Pro 12.9 (2018),1,"2018, October","631 g (Wi-Fi), 633 g (LTE) (1.39 lb)","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","12.9 inches, 515.3 cm2 (~85.4% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~265 ppi density)",Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),"1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE, EDR",Non-removable Li-Po 9720 mAh battery (36.71 Wh),About 1100 EUR
180,Apple iPad Pro 11,1,"2018, October",468 g (1.03 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","11.0 inches, 366.5 cm2 (~82.9% screen-to-body ratio)",1668 x 2388 pixels (~265 ppi density),Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),"1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE, EDR",Non-removable Li-Po 7812 mAh battery (29.45 Wh),About 880 EUR
181,Apple iPhone XS Max,1,"2018, September",208 g (7.34 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.5 inches, 102.9 cm2 (~84.4% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64/256/512 GB, 4 GB RAM","64/256/512 GB, 4 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE",Non-removable Li-Ion 3174 mAh battery,About 1250 EUR
182,Apple iPhone XS,1,"2018, September",177 g (6.24 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64/256/512 GB, 4 GB RAM","64/256/512 GB, 4 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE",Non-removable Li-Ion 2658 mAh battery (10.13 Wh),About 1150 EUR
183,Apple iPhone XR,1,"2018, September",194 g (6.84 oz),"IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64/128/256 GB, 3 GB RAM","64/128/256 GB, 3 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE",Non-removable Li-Ion 2942 mAh battery,About 850 EUR
184,Apple Watch Series 4,1,"2018, September",48 g (1.69 oz),"LTPO AMOLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),Dual-core,16 GB,16 GB,No,,"5.0, A2DP, LE",Non-removable Li-Ion battery,About 700 EUR
185,Apple Watch Series 4 Aluminum,1,"2018, September",36.7 g (1.31 oz),"LTPO AMOLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),Dual-core,16 GB,16 GB,No,,"5.0, A2DP, LE",Non-removable Li-Ion battery,About 430 EUR
186,Apple iPad 9.7 (2018),1,"2018, March",469 g (Wi-Fi) / 478 g (LTE) (1.05 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"32/128 GB, 2 GB RAM","32/128 GB, 2 GB RAM","8 MP, f/2.","1.2 MP, f/","4.2, A2DP, EDR, LE",Non-removable Li-Ion battery (32.4 Wh),About 350 EUR
187,Apple iPhone X,1,"2017, September",174 g (6.14 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Hexa-core 2.39 GHz (2x Monsoon + 4x Mistral),"64/256 GB, 3 GB RAM","64/256 GB, 3 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE",Non-removable Li-Ion 2716 mAh battery (10.35 Wh),About 1000 EUR
188,Apple iPhone 8 Plus,1,"2017, September",202 g (7.13 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Hexa-core (2x Monsoon + 4x Mistral),"64/256 GB, 3 GB RAM","64/256 GB, 3 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE",Non-removable Li-Ion 2691 mAh battery (10.28 Wh),About 770 EUR
189,Apple iPhone 8,1,"2017, September",148 g (5.22 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Hexa-core (2x Monsoon + 4x Mistral),"64/256 GB, 2 GB RAM","64/256 GB, 2 GB RAM","12 MP, f/1","7 MP, f/2.","5.0, A2DP, LE",Non-removable Li-Ion 1821 mAh battery (6.96 Wh),About 700 EUR
190,Apple Watch Edition Series 3,1,"2017, September",46.4 g (1.62 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.1% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),Dual-core,"16 GB, 768 MB RAM (to be confirmed)","16 GB, 768 MB RAM (to be confirmed)",No,,"4.2, A2DP, LE",Non-removable Li-Ion 279 mAh battery (1.07 Wh) - 38mm version,About 1450 EUR
191,Apple Watch Series 3,1,"2017, September",52.8 g (1.87 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),Dual-core,"16 GB, 768 MB RAM (to be confirmed)","16 GB, 768 MB RAM (to be confirmed)",No,,"4.2, A2DP, LE",Non-removable Li-Ion 279 mAh battery (1.07 Wh) - 38mm version,About 700 EUR
192,Apple Watch Series 3 Aluminum,1,"2017, September",34.9 g (1.23 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),Dual-core,"8/16 GB, 768 MB RAM (to be confirmed)","8/16 GB, 768 MB RAM (to be confirmed)",No,,"4.2, A2DP, LE",Non-removable Li-Ion 279 mAh battery (1.07 Wh) - 38mm version,About 480 EUR
193,Apple iPad Pro 12.9 (2017),1,"2017, June",677 g (Wi-Fi) / 692 g (LTE) (1.49 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","12.9 inches, 515.3 cm2 (~76.4% screen-to-body ratio)","2732 x 2048 pixels, 4:3 ratio (~265 ppi density)",,"64/256/512 GB, 4GB RAM","64/256/512 GB, 4GB RAM","12 MP, f/1","7 MP, f/2.","4.2, A2DP, EDR","Non-removable Li-Ion 10,891 mAh battery (41 Wh)",About 900 EUR
194,Apple iPad Pro 10.5 (2017),1,"2017, June",469 g (Wi-Fi) / 477 g (LTE) (1.03 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio)","1668 x 2224 pixels, 4:3 ratio (~265 ppi density)",,"64/256/512 GB, 4GB RAM","64/256/512 GB, 4GB RAM","12 MP, f/1","7 MP, f/2.","4.2, A2DP, EDR",Non-removable Li-Ion 8134 mAh battery (30.8 Wh),About 730 EUR
195,Apple iPad 9.7 (2017),1,"2017, March",469 g (Wi-Fi) / 478 g (LTE) (1.05 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Dual-core 1.84 GHz (Twister),"32/128 GB, 2 GB RAM","32/128 GB, 2 GB RAM","8 MP, f/2.","1.2 MP, f/","4.2, A2DP, EDR, LE",Non-removable Li-Ion 8827 mAh battery (32.9 Wh),About 390 EUR
196,Apple Watch Edition Series 2 42mm,0,"2016, September. Released 2016, December",45.6 g body (1.62 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.1% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),Dual-core 780 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 334 mAh battery (1.27 Wh),About 1500 EUR
197,Apple Watch Series 2 42mm,0,"2016, September. Released 2016, December",52.4 g body (1.83 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),Dual-core 780 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, A2DP",Non-removable Li-Ion 334 mAh battery (1.27 Wh),About 700 EUR
198,Apple Watch Edition Series 2 38mm,0,"2016, September. Released 2016, December",39.6 g body (1.41 oz),"AMOLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~53.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),Dual-core 780 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 273 mAh battery (1.03 Wh),About 1450 EUR
199,Apple Watch Series 2 38mm,0,"2016, September. Released 2016, December",41.9 g body (1.48 oz),"AMOLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),Dual-core 780 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, A2DP",Non-removable Li-Ion 273 mAh battery (1.03 Wh),About 650 EUR
200,Apple Watch Series 2 Aluminum 42mm,0,"2016, September. Released 2016, December",34.2 g body (1.20 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),Dual-core 780 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, A2DP",Non-removable Li-Ion 334 mAh battery (1.27 Wh),About 450 EUR
201,Apple Watch Series 1 Aluminum 42mm,0,"2016, September",30 g body (1.06 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),Dual-core 520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 250 mAh battery (0.94 Wh),About 300 EUR
202,Apple Watch Series 2 Aluminum 38mm,0,"2016, September. Released 2016, December",28.2 g body (0.99 oz),"AMOLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),Dual-core 780 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, A2DP",Non-removable Li-Ion 273 mAh battery (1.03 Wh),About 420 EUR
203,Apple Watch Series 1 Aluminum 38mm,0,"2016, September",25 g body (0.88 oz),"AMOLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),Dual-core 520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 205 mAh battery (0.78 Wh),About 270 EUR
204,Apple iPhone 7 Plus,1,"2016, September",188 g (6.63 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"32/128/256 GB, 3 GB RAM","32/128/256 GB, 3 GB RAM","12 MP, f/1","7 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Ion 2900 mAh battery (11.1 Wh),About 690 EUR
205,Apple iPhone 7,1,"2016, September",138 g (4.87 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"32/128/256 GB, 2 GB RAM","32/128/256 GB, 2 GB RAM","12 MP, f/1","7 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Ion 1960 mAh battery (7.45 Wh),About 550 EUR
206,Apple iPad Pro 9.7 (2016),1,"2016, March",437 g (Wi-Fi) / 444 g (LTE) (15.66 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Dual-core 2.16 GHz (Twister),"32/128/256 GB, 2 GB RAM","32/128/256 GB, 2 GB RAM","12 MP, f/2","5 MP, f/2.","4.2, A2DP, EDR",Non-removable Li-Ion 7306 mAh battery (27.9 Wh),About 690 EUR
207,Apple iPhone SE,1,"2016, March",113 g (3.99 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)",Dual-core 1.84 GHz Twister,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","12 MP, f/2","1.2 MP, f/","4.2, A2DP, LE",Non-removable Li-Po 1624 mAh battery (6.21 Wh),About 300 EUR
208,Apple iPhone 6s Plus,1,"2015, September",192 g (6.77 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Dual-core 1.84 GHz Twister,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","12 MP, f/2","5 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Ion 2750 mAh battery (10.45 Wh),About 470 EUR
209,Apple iPhone 6s,1,"2015, September",143 g (5.04 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Dual-core 1.84 GHz Twister,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","12 MP, f/2","5 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Ion 1715 mAh battery (6.91 Wh),About 500 EUR
210,Apple iPad Pro 12.9 (2015),1,"2015, September",713 g (Wi-Fi) / 723 g (LTE) (1.57 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","12.9 inches, 519.2 cm2 (~77.0% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~264 ppi density)",Dual-core 2.26 GHz (Twister),"32/128/256 GB, 4 GB RAM","32/128/256 GB, 4 GB RAM","8 MP, f/2.",1.2 MP,"4.0, A2DP, EDR","Non-removable Li-Ion 10,307 mAh battery (38.8 Wh)",About 850 EUR
211,Apple iPad mini 4,1,"2015, September",299 g (Wi-Fi) / 304 g (3G/LTE) (10.55 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)",Dual-core 1.5 GHz Typhoon,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","8 MP, f/2.","1.2 MP, f/","4.0, A2DP, EDR",Non-removable Li-Ion 5124 mAh battery (19.1 Wh),About 360 EUR
212,Apple Watch Edition 42mm (1st gen),0,"2014, September",69 g body (3.53 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~56.8% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 250 mAh battery (0.94 Wh),About 13000 EUR
213,Apple Watch Edition 38mm (1st gen),0,"2014, September",55 g body (3.35 oz),"AMOLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 205 mAh battery (0.78 Wh),About 11000 EUR
214,Apple Watch 42mm (1st gen),0,"2014, September",50 g body (2.82 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~56.8% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 250 mAh battery (0.94 Wh),About 700 EUR
215,Apple Watch 38mm (1st gen),0,"2014, September",40 g body (2.72 oz),"AMOLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 205 mAh battery (0.78 Wh),About 650 EUR
216,Apple Watch Sport 42mm (1st gen),0,"2014, September",30 g body (2.47 oz),"AMOLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~57.2% screen-to-body ratio)",390 x 312 pixels (~302 ppi density),520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 250 mAh battery (0.94 Wh),About 250 EUR
217,Apple Watch Sport 38mm (1st gen),0,"2014, September",25 g body (2.19 oz),"AMOLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),520 MHz Cortex-A7,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",No,,"4.0, LE",Non-removable Li-Ion 205 mAh battery (0.78 Wh),About 250 EUR
218,Apple iPad Air 2,1,"2014, October",437 g (Wi-Fi) / 444 g (3G/LTE) (15.41 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Triple-core 1.5 GHz Typhoon,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","8 MP, f/2.","1.2 MP, f/","4.0, A2DP, EDR",Non-removable Li-Po 7340 mAh battery (27.62 Wh),About 440 EUR
219,Archos Saphir 50X,1,"2018, April",210 g (7.41 oz),"S-IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~61.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, LE",Non-removable Li-Ion 4000 mAh battery,About 150 EUR
220,Archos Diamond Omega,1,"2017, October",170 g (6.00 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.73 inches, 87.6 cm2 (~81.7% screen-to-body ratio)","1080 x 2040 pixels, 17:9 ratio (~403 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"128 GB, 8 GB RAM","128 GB, 8 GB RAM","12 MP, f/1","5 MP, f/2.","4.1, A2DP, LE",Non-removable Li-Po 3100 mAh battery,About 300 EUR
221,Archos Diamond Alpha +,1,"2017, August",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"128 GB, 6 GB RAM","128 GB, 6 GB RAM","13 MP, 1/2","16 MP, f/2","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 400 EUR
222,Archos Diamond Tab,1,"2017, August",510 g (1.12 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~71.2% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~299 ppi density)",Dual-core Cortex-A72 & quad-core Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, AF",5 MP,"4.2, A2DP, EDR",Non-removable Li-Po 6600 mAh battery,About 300 EUR
223,Archos Diamond Alpha,1,"2017, June",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, 1/2","16 MP, f/2","4.2, A2DP, LE",Non-removable Li-Ion 2950 mAh battery,About 350 EUR
224,Archos Sense 55s,1,"2017, June",130 g (4.59 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",Yes,"4.0, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 250 EUR
225,Archos Diamond Gamma,1,"2017, June",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~83.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDA","5 MP, f/2.","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 200 EUR
226,Archos Sense 50x,1,"2017, June",223 g (7.87 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~57.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Quad-core 1.5 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","8 MP, AF",3 MP,"4.0, A2DP, LE",Non-removable Li-Ion 3500 mAh battery,About 170 EUR
227,Archos 50 Saphir,1,"2017, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~61.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.5 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, LE",Non-removable Li-Ion 5000 mAh battery,
228,Archos 55 Graphite,1,"2017, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.5 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.1, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 180 EUR
229,Archos 50 Graphite,1,"2017, February",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.5 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","13 MP, AF",5 MP,"4.1, A2DP, LE",Non-removable Li-Ion 2400 mAh battery,About 130 EUR
230,Archos 55b Cobalt,1,"2017, January",188 g (6.63 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.1 GHz,"16/32 GB, 1/2 GB RAM","16/32 GB, 1/2 GB RAM","13 MP, AF",2 MP,"4.0, A2DP",Removable Li-Ion 2600 mAh battery,
231,Archos 50b Cobalt,1,"2017, January",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.1 GHz,"16/32 GB, 1/2 GB RAM","16/32 GB, 1/2 GB RAM","13 MP, AF",2 MP,"4.0, A2DP",Removable Li-Ion 2100 mAh battery,
232,Archos Diamond 2 Plus,1,"2016, March",193 g (6.81 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~76.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","20.7 MP, P","8 MP, f/1.","4.0, A2DP, LE, EDR, aptX",Non-removable Li-Ion 2950 mAh battery,About 250 EUR
233,Archos 55 Cobalt Plus,1,"2016, January",130 g (4.59 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.0 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",2 MP,"4.0, A2DP",Non-removable Li-Ion 2700 mAh battery,
234,Archos 50 Cobalt,1,"2016, January",135 g (4.76 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.0 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",2 MP,"4.0, A2DP",Non-removable Li-Ion 2000 mAh battery,
